"meanelev","convex","slope","binY","binX"
136.225,-0.106562499999995,6.02602827542223,125,25
137.2475,0.0728124999999977,7.62366808161447,135,25
138.235,0.154062500000009,4.20005939714692,145,25
138.9,0.0365625000000023,3.70356072783931,155,25
139.4975,0.0112499999999898,3.25417536419002,165,25
140.05,0.000625000000013642,3.09518945094605,175,25
140.5875,0.00562500000000909,3.06907090518826,185,25
141.1175,0.00812500000000682,3.00880366114919,195,25
141.6475,0.00531249999997385,3.06373846356334,205,25
142.1875,0.000937500000020464,3.11979509781508,215,25
142.7525,0.0190624999999898,3.35017603420899,225,25
143.295,0.0725000000000193,2.86754434273401,235,25
143.6625,0.0434374999999818,1.39174430630634,245,25
143.9275,-0.0615624999999795,1.79922348733688,255,25
144.3875,-0.0515625000000171,3.61559997448847,265,25
145.0375,0.0328125000000057,3.87274708531318,275,25
145.65,0.0356250000000102,3.16310968520912,285,25
146.1925,-0.00312500000001137,3.06907090518832,295,25
146.755,0.00812500000000682,3.3958245571063,305,25
147.3175,0.0381249999999795,3.13858693219932,315,25
147.8175,0.0581249999999898,2.87194136836382,325,25
148.215,0.0700000000000216,2.45810216813775,335,25
148.4825,0.0665625000000034,2.3559692259669,345,25
148.6325,0.0431250000000034,2.44199806875022,355,25
148.74,0.0440625000000239,2.35418189534938,365,25
148.8225,0.0878124999999841,2.11104457166934,375,25
148.7875,0.143124999999998,2.65043129416716,385,25
148.52,0.171874999999972,4.22706323509017,395,25
147.9925,0.21875,5.64271349582297,405,25
147.1575,0.291562499999998,7.88696704702995,415,25
145.9,0.28125,10.253750673088,425,25
144.2725,0.240312500000016,11.9998607286717,435,25
142.3025,0.102812499999999,13.5312275461966,445,25
140.195,-0.110000000000014,12.6602445289324,455,25
138.3375,-0.318437499999987,12.4830958798174,465,25
137.1025,-0.955624999999998,8.79017939593842,475,25
138.1475,-0.442812500000002,16.4082872791851,485,25
140.285,0.125,8.47125679981307,495,25
129.41,-0.310000000000002,16.6369309151582,5,35
127.8225,0.0484375000000057,23.8258283891398,15,35
125.9075,-1.254375,21.3337921051798,25,35
126.725,-0.925312500000004,19.0013346146857,35,35
129.6675,0.456875000000025,17.4756359718187,45,35
131.825,0.665624999999977,11.9999518290981,55,35
133.2175,0.515937500000007,7.72150936028846,65,35
134.0625,0.256562500000001,5.24665007413875,75,35
134.7975,0.0806249999999977,6.67899901400309,85,35
135.6725,0.202812500000022,5.72198063783629,95,35
136.2775,0.225312500000001,3.40817911188319,105,35
136.565,0.0665625000000034,3.7279573942756,115,35
136.935,-0.0646874999999909,5.21451293667835,125,35
137.6475,0.016562499999992,5.69995125755465,135,35
138.395,0.0731250000000045,3.65699529925056,145,35
139,0.0446875000000091,3.33711070535799,155,35
139.5375,0.0275000000000034,2.84447973824849,165,35
140.0325,-0.00531250000000227,2.83872262109759,175,35
140.55,-0.00687499999997954,3.09942194186195,185,35
141.0925,0.00562500000000909,3.12397930571387,195,35
141.6375,0.00718749999998636,3.11979509781502,205,35
142.185,-0.00124999999999886,3.14809609956271,215,35
142.755,0.0190624999999898,3.37750110137499,225,35
143.295,0.0840625000000159,2.81107335032793,235,35
143.635,0.0487499999999841,1.10346064617823,245,35
143.8625,-0.0896874999999682,1.52498831231021,255,35
144.335,-0.0878125000000125,3.89389673312378,265,35
145.05,0.0328125000000057,4.2925377184406,275,35
145.6975,0.0490624999999909,3.13129738212058,285,35
146.2375,-0.0078125,3.07864584707415,295,35
146.8175,-0.000312500000006821,3.59658683517171,305,35
147.425,0.0346875000000182,3.42647480873175,315,35
147.9875,0.0575000000000045,3.19433763795925,325,35
148.46,0.0724999999999909,2.66952866468854,335,35
148.81,0.0768750000000011,2.40625102391155,345,35
149.03,0.0684375000000159,2.34571155170369,355,35
149.1425,0.0521874999999739,2.41503084610798,365,35
149.19,0.0475000000000136,2.14157312480734,375,35
149.195,0.0921874999999943,2.13928147907275,385,35
149.065,0.143124999999998,3.1738755432162,395,35
148.695,0.180624999999992,4.6814364560789,405,35
148.005,0.21875,6.75286014513357,415,35
146.8875,0.185000000000002,9.32409734139792,425,35
145.41,0.185937499999994,11.0695778545252,435,35
143.48,0.0234375000000284,14.6705711900219,445,35
141.385,-0.256875000000008,13.6803413340511,455,35
139.8075,-0.236249999999984,11.0406621310562,465,35
138.6125,-0.706249999999983,14.2026845267352,475,35
138.9875,-0.581249999999983,15.1126549670624,485,35
140.55,0.0600000000000023,7.00115048154716,495,35
131.5925,0.0275000000000034,9.35112023350549,5,45
130.6825,0.857812499999994,15.4567722867244,15,45
128.1875,-0.549687500000005,23.9898800403065,25,45
126.6375,-1.653125,24.5998076008658,35,45
128.1525,-0.846249999999998,19.1624361739692,45,45
130.86,0.159062500000005,13.6021602945689,55,45
132.9975,0.410937499999989,11.7174106970803,65,45
134.465,0.401250000000005,6.22915922479626,75,45
135.455,0.341875000000016,6.79250575946264,85,45
136.3,0.441249999999997,5.49363449478017,95,45
136.74,0.318125000000009,3.24258642312159,105,45
137.025,0.16062500000001,2.72950771173086,115,45
137.4925,0.170312499999994,3.99868982274958,125,45
138.015,0.149062499999985,3.32513463268593,135,45
138.5025,0.0659374999999898,3.00505414998047,145,45
139.0275,0.0496875000000045,3.1260665279109,155,45
139.5475,0.0531250000000227,2.83872262109762,165,45
140.025,0.0231250000000216,2.634368294781,175,45
140.5075,-0.00531250000000227,2.90930852621698,185,45
141.0425,0.00218750000001933,3.26220333897291,195,45
141.605,0.0153125000000216,3.22402609624302,205,45
142.165,0.00625000000002274,3.21387059478325,215,45
142.74,0.0200000000000102,3.37895198419639,225,45
143.2675,0.0709374999999852,2.66755167639832,235,45
143.58,0.0184374999999761,1.05037774302178,245,45
143.8,-0.113437499999975,1.70687253775062,255,45
144.29,-0.0931250000000148,4.02041523607703,265,45
145.0275,0.0318750000000136,4.43908971470975,275,45
145.7125,0.0618750000000148,3.41201282498649,285,45
146.28,0.0137499999999875,3.09625228734482,295,45
146.8575,0.00187499999998408,3.52318324142737,305,45
147.4775,0.0249999999999773,3.5774682465544,315,45
148.0925,0.0581249999999898,3.48214354117035,325,45
148.635,0.0806249999999977,2.85610661518521,335,45
149.06,0.0918750000000159,2.41450513230639,345,45
149.35,0.107499999999987,1.92186251389836,355,45
149.475,0.0906249999999886,1.46865353979566,365,45
149.4825,0.0434375000000102,1.24029609778284,375,45
149.495,0.0665625000000034,1.3495498135242,385,45
149.46,0.131875000000008,1.88263170671118,395,45
149.23,0.184375000000017,3.11190040432471,405,45
148.685,0.213750000000005,5.44531468247309,415,45
147.7425,0.18843750000002,7.84319450196845,425,45
146.4475,0.1953125,9.91708954308993,435,45
144.76,0.107187499999981,12.8760021218227,445,45
142.88,-0.117812500000014,13.437846339372,455,45
141.3725,-0.170625000000001,11.2516189909853,465,45
140.465,-0.225312500000001,9.41912974265962,475,45
140.33,-0.280937500000022,8.0064046410203,485,45
141.0575,-0.0575000000000045,8.14707527554395,495,45
132.5675,-0.127499999999998,2.80552805489998,5,55
132.1275,0.535624999999982,9.63741382803765,15,55
130.9825,0.456875000000025,15.5201549111867,25,55
129.0125,-0.445624999999978,24.9953821783022,35,55
127.69,-1.5659375,26.9545464346751,45,55
129.5725,-0.554062500000015,22.4354291834313,55,55
132.485,0.665312500000027,13.1212152782403,65,55
134.205,0.559687499999995,7.50469382596892,75,55
135.29,0.362499999999983,7.9094699291023,85,55
136.1125,0.411562500000002,7.04400951123856,95,55
136.525,0.222812500000003,5.44575592041625,105,55
136.8975,0.0584374999999966,4.56265867334742,115,55
137.4825,0.0965625000000045,4.29057640828231,125,55
138.01,0.104062499999998,3.13581366046184,135,55
138.4625,0.0581250000000182,2.95614707737527,145,55
138.935,0.0190624999999898,2.89025305443529,155,55
139.4425,0.0259374999999977,3.31584770668838,165,55
139.955,0.0390625,2.86753052621348,175,55
140.4425,0.0112499999999898,2.87877917872239,185,55
140.9625,-0.00999999999999091,3.1603914682963,195,55
141.525,-0.00749999999999318,3.3687825372319,205,55
142.1075,-0.00531250000000227,3.37640884278298,215,55
142.715,0.0271874999999966,3.61299022955819,225,55
143.27,0.0846874999999727,2.75878122569702,235,55
143.5825,0.00718749999998636,0.973519460954481,245,55
143.78,-0.154687499999994,1.50105838724013,255,55
144.2425,-0.143437500000005,3.87527340155656,265,55
144.9675,-0.00874999999999204,4.45227498514216,275,55
145.67,0.0393749999999784,3.6269948908049,285,55
146.275,0.0137500000000159,3.33170198310181,295,55
146.8625,-0.00218749999999091,3.40532342717354,305,55
147.47,-0.00531250000000227,3.55146528953218,315,55
148.1075,0.0256250000000193,3.75121247856037,325,55
148.7125,0.0690625000000011,3.18614845400478,335,55
149.205,0.0971875000000182,2.52133727635476,345,55
149.5425,0.117499999999978,1.5757569388172,355,55
149.675,0.085000000000008,0.874630619441766,365,55
149.6625,0.00999999999999091,0.881706873948189,375,55
149.6775,0.0212500000000091,0.888938847822203,385,55
149.695,0.0909374999999955,1.00712447242288,395,55
149.5725,0.155937499999993,1.96587652933088,405,55
149.1875,0.200937500000009,4.07275781380914,415,55
148.45,0.199374999999975,6.38988685461032,425,55
147.36,0.188750000000027,8.73407633487665,435,55
145.9275,0.1171875,11.0126880001795,445,55
144.3325,-0.0165625000000205,11.9463450925303,455,55
142.9175,-0.122187499999995,10.9325422629756,465,55
141.945,-0.183125000000018,9.07254786992673,475,55
141.55,-0.191249999999997,6.49425804435099,485,55
141.72,-0.0600000000000023,3.96705587159486,495,55
132.985,-0.0450000000000159,3.04939465562635,5,65
132.985,0.200312500000024,4.9302580171875,15,65
132.7525,0.562812500000007,6.4319358169586,25,65
131.82,0.734375,14.7848881219025,35,65
129.4425,-0.795937500000008,23.7587798182308,45,65
128.55,-1.66718749999998,26.0695733457389,55,65
130.835,-0.23531250000002,23.3638820118669,65,65
133.0725,0.549062499999991,12.2916388979909,75,65
134.5625,0.7734375,10.7267787325113,85,65
135.2475,0.53468749999999,7.64990913032813,95,65
135.4875,-0.0684374999999875,8.23078246558546,105,65
136.6075,0.34468750000002,9.62961037523344,115,65
137.3525,0.367499999999978,4.93111521873413,125,65
137.6875,0.0893749999999898,4.17726563927685,135,65
138.2525,0.145937500000002,3.07116117815376,145,65
138.805,0.136875000000003,3.75033958776063,155,65
139.2875,0.0653125000000045,2.52927752753783,165,65
139.75,-0.0246874999999989,3.6822767296627,175,65
140.325,0.00687499999997954,3.38521204555804,185,65
140.8825,-0.00562500000000909,3.1521046037664,195,65
141.45,-0.0181250000000261,3.38861174863859,205,65
142.045,-0.0121874999999818,3.44550344012076,215,65
142.6575,0.0121875000000102,3.61467924129972,225,65
143.25,0.069375000000008,3.2427436968053,235,65
143.69,0.0621874999999932,2.17039641986433,245,65
143.965,-0.0612500000000011,2.21718313453202,255,65
144.3275,-0.135937500000011,3.1642347385341,265,65
144.93,-0.0640624999999773,4.08080312614026,275,65
145.61,0.00718749999998636,3.73168640694023,285,65
146.2425,0.0100000000000193,3.52227224664116,295,65
146.855,0.00374999999999659,3.49164950792558,305,65
147.46,-0.0112500000000182,3.4336303624504,315,65
148.09,0.00281250000000455,3.77690558787584,325,65
148.7175,0.0521875000000023,3.40628277947047,335,65
149.24,0.0843750000000227,2.57974426985694,345,65
149.605,0.0978125000000034,1.61312818334222,355,65
149.79,0.0837500000000091,0.74513279032093,365,65
149.8125,0.0178124999999909,0.935862617011828,375,65
149.8125,-0.00312500000001137,0.8572443247677,385,65
149.83,0.0474999999999852,0.578665467508625,395,65
149.755,0.10499999999999,0.987318200592321,405,65
149.49,0.149687499999999,2.513343186342,415,65
148.9675,0.180937499999999,4.43111302791369,425,65
148.125,0.181562499999984,7.05495410462483,435,65
146.95,0.108749999999986,9.22821389357388,445,65
145.6275,0.0353125000000034,10.1844204358866,455,65
144.3575,-0.0359375000000171,10.4836743730068,465,65
143.3375,-0.0974999999999966,9.02635021843708,475,65
142.695,-0.123125000000016,7.33360529205476,485,65
142.38,-0.039999999999992,5.28945506801935,495,65
133.545,-0.0149999999999864,3.59759170764436,5,75
133.6325,0.0331249999999841,3.16384512597877,15,75
133.685,0.278124999999989,4.99406145711782,25,75
133.2725,0.544062500000024,7.34298368825025,35,75
131.8475,0.045937500000008,15.8388607233275,45,75
130.1425,-0.995937500000025,20.419438102693,55,75
129.7225,-1.43812499999999,25.3686889849729,65,75
130.8125,-1.00749999999999,18.0599911244574,75,75
132.275,-0.409062500000005,23.5850566050669,85,75
133.2975,-0.238124999999997,21.045086939104,95,75
134.1525,-0.24656250000001,10.2359066369646,105,75
135.6075,0.403749999999974,15.5379810569761,115,75
136.5975,0.621874999999989,10.163828668709,125,75
136.99,0.329375000000027,7.43225631338552,135,75
137.6375,0.31937499999998,6.61400570500186,145,75
138.325,0.236874999999998,6.820377737116,155,75
139.0025,0.165312499999999,4.69714154497429,165,75
139.5625,0.0309374999999932,3.3727353477787,175,75
140.18,0.0150000000000148,3.86652605756663,185,75
140.81,0.0237500000000068,3.46109183267486,195,75
141.41,0.0103124999999977,3.43838127388185,205,75
142.0025,-0.0118750000000034,3.35504957854274,215,75
142.59,-0.0293749999999875,3.38861174863859,225,75
143.1825,-0.000625000000013642,3.4263603632476,235,75
143.7575,0.0759374999999807,3.2143817958687,245,75
144.235,0.111562500000019,2.76100489992668,255,75
144.595,0.0349999999999966,2.64175528192875,265,75
144.9925,-0.0515624999999886,2.9773325743616,275,75
145.5475,-0.0499999999999829,3.66402328687366,285,75
146.1975,-0.0109375000000114,3.83123958794102,295,75
146.8425,0.00468750000001705,3.57747476653823,305,75
147.46,0.00156250000000568,3.49118170708919,315,75
148.0825,0.0199999999999818,3.63451925184801,325,75
148.6875,0.0553125000000136,3.30400181569597,335,75
149.1975,0.0696874999999864,2.5751413076973,345,75
149.5775,0.0690625000000011,1.83172084022423,355,75
149.83,0.0753124999999955,1.12802113401361,365,75
149.945,0.0584374999999966,0.764914186498316,375,75
149.965,0.0337499999999977,0.973934436601246,385,75
149.9375,0.0340625000000045,0.798893519532244,395,75
149.845,0.0540624999999864,0.881985089147515,405,75
149.6425,0.0815625000000182,1.73615544289215,415,75
149.3025,0.138750000000016,2.89158457002487,425,75
148.735,0.186250000000001,5.29036197187325,435,75
147.855,0.146250000000009,7.73634934639037,445,75
146.7675,0.0699999999999932,8.92779303847988,455,75
145.63,-0.0115624999999966,9.16141534962874,465,75
144.59,-0.086874999999992,8.48680774633666,475,75
143.795,-0.0931250000000148,6.79875585033261,485,75
143.2275,0.022500000000008,5.50777600618413,495,75
134.22,-0.0600000000000023,4.25137669024651,5,85
134.2825,0.0271874999999966,4.37774547393949,15,85
134.34,0.146874999999994,3.51113841309937,25,85
134.17,0.247500000000002,6.51988487757815,35,85
133.77,0.386562499999968,12.2926923939678,45,85
133.245,0.655937500000022,16.1344223277246,55,85
131.695,-0.42625000000001,22.1624873403129,65,85
130.9325,-1.22343749999999,17.9409934060845,75,85
131.465,-1.11656250000001,13.7625709441177,85,85
132.0825,-1.105625,13.5714464813432,95,85
133.0125,-0.75,6.49984347330418,105,85
133.85,-0.544999999999987,10.7750261265244,115,85
134.57,-0.453437500000007,13.8506965935622,125,85
135.14,-0.484375,14.9933633019395,135,85
136.0475,-0.298750000000013,14.4681450401666,145,85
137.2975,0.00874999999999204,9.89206491700842,155,85
138.375,0.0609375000000227,6.99734997204468,165,85
139.295,0.0668749999999818,6.21519099965482,175,85
140.0375,0.0625,3.46990766569614,185,85
140.6575,0.000624999999985221,4.03930341095663,195,85
141.3475,0.0474999999999852,4.16922683683382,205,85
142.0025,0.0546875,3.41393263847963,215,85
142.6125,0.0362499999999955,3.62279978814887,225,85
143.2025,0.0559374999999989,3.23603215628043,235,85
143.705,0.0428124999999966,2.89126166367428,245,85
144.2225,0.0990625000000023,3.66042785195161,255,85
144.725,0.162187499999987,2.57762709098757,265,85
145.0825,0.0340625000000045,1.72098032106542,275,85
145.535,-0.0596874999999955,3.50285780009274,285,85
146.19,-0.00406250000000341,4.01474365382815,295,85
146.845,0.024374999999992,3.49444645285819,305,85
147.4525,0.0256250000000193,3.46428994827334,315,85
148.04,0.0365624999999739,3.30661504277841,325,85
148.5925,0.0465624999999932,3.17381874868973,335,85
149.0975,0.0734374999999829,2.83063943123376,345,85
149.505,0.0915625000000091,2.0175709099223,355,85
149.8025,0.105625000000003,1.49677171536388,365,85
150,0.129999999999995,0.836716417103496,375,85
150.08,0.142500000000013,0.381026034124094,385,85
150.0325,0.118750000000006,0.787115861624255,395,85
149.9075,0.0984374999999886,0.827968881769426,405,85
149.7325,0.10593750000001,1.28728880613847,415,85
149.4875,0.140625,1.66677739514584,425,85
149.13,0.204062499999992,2.97946952909669,435,85
148.5725,0.243124999999992,5.13716867412683,445,85
147.7625,0.186875000000015,7.54944351266137,455,85
146.825,0.109687499999978,8.85456535260873,465,85
145.865,0.0462500000000148,9.72972849630549,475,85
144.91,-0.0506249999999966,8.78235654124359,485,85
144.1,-0.00999999999999091,6.6406537799074,495,85
134.8625,0.0774999999999864,3.25918126098402,5,95
134.9175,0.184999999999974,2.89577722379324,15,95
134.84,0.155937499999993,2.8081615808982,25,95
134.745,0.133125000000007,2.01712058388467,35,95
134.88,0.383437500000014,2.05219234094441,45,95
134.765,0.570625000000007,3.45112125385459,55,95
133.89,0.0356249999999818,10.1764576550735,65,95
133.46,-0.19874999999999,11.3674962006203,75,95
133.9275,0.204374999999999,14.5032606548967,85,95
133.865,-0.150937499999998,15.9378780524344,95,95
133.51,-0.78218750000002,11.2380208863141,105,95
133.735,-0.788749999999993,8.09070314801017,115,95
133.975,-0.885937500000011,7.40513615190593,125,95
134.2925,-0.943749999999966,6.37105247476988,135,95
134.885,-0.889687500000008,10.4581425517018,145,95
136.2025,-0.397187500000001,13.0363619237592,155,95
137.835,0.153437499999995,7.38110822305674,165,95
138.9925,0.164375000000007,6.45701705737075,175,95
139.84,0.0846875000000011,3.81756761711475,185,95
140.4625,-0.0387499999999932,3.80816400896073,195,95
141.1675,0.0174999999999841,4.63907280616838,205,95
141.8875,0.0928124999999795,4.15934847440827,215,95
142.565,0.140625,4.04023921881815,225,95
143.1775,0.180624999999992,3.24411132979017,235,95
143.5825,0.0721875000000125,1.70374573322671,245,95
143.9375,-0.0487499999999841,3.29240558973742,255,95
144.45,-0.00875000000002046,4.30695075204463,265,95
144.9875,0.00437500000001023,3.39899589840926,275,95
145.555,-0.00374999999999659,3.66415107161383,285,95
146.205,0.0437499999999886,3.78163331727223,295,95
146.825,0.0546875,3.33759713021778,305,95
147.3925,0.0406250000000057,3.23905652659233,315,95
147.9275,0.0281249999999886,3.06267084862234,325,95
148.4325,0.0278125000000102,3.00878960961564,335,95
148.9025,0.0606249999999875,2.95276544029664,345,95
149.2975,0.0971875000000182,2.71498210182505,355,95
149.6025,0.125312499999978,2.49112414910166,365,95
149.8175,0.15531249999998,2.29542707448034,375,95
149.9175,0.177187500000002,2.21406600509646,385,95
149.885,0.162187499999987,2.1979118457257,395,95
149.7725,0.136874999999975,1.95132162364786,405,95
149.625,0.127187499999991,1.82836053012466,415,95
149.43,0.125,1.76522078260489,425,95
149.1775,0.143750000000011,1.83350683014186,435,95
148.8475,0.197812499999998,2.25645747668493,445,95
148.36,0.215937500000024,3.92678060960587,455,95
147.7475,0.236562499999991,5.0381473773013,465,95
147,0.239062499999989,7.0461086852239,475,95
146.0525,0.116562500000015,8.375536341578,485,95
145.055,-0.0250000000000057,7.9237578275925,495,95
135.1525,0.0974999999999966,0.493743885633078,5,105
135.1425,0.111874999999969,0.508092566357265,15,105
135.02,0.0640625000000057,1.22062490042708,25,105
134.855,-0.10281249999997,1.03399488150374,35,105
135.02,-0.0709375000000136,2.94935988490867,45,105
135.4025,0.14187499999997,7.96763223283272,55,105
135.6525,0.318125000000009,14.0752048044122,65,105
135.6825,0.27781250000001,14.2082662280512,75,105
136.025,0.551562499999989,10.8302961626982,85,105
136.2725,0.776562500000011,12.1178626216495,95,105
135.8325,0.326249999999987,16.3674670725179,105,105
135.6875,0.203437500000007,14.9591843369848,115,105
135.7525,0.151250000000005,13.3706850721552,125,105
135.86,0.128437500000018,12.8368663279201,135,105
135.66,-0.306562500000013,10.4853125174294,145,105
135.6975,-0.779062500000009,13.4531910344944,155,105
137,-0.317812500000002,12.8795150029868,165,105
138.5925,0.153750000000002,9.11038756827385,175,105
139.65,0.134062499999999,4.24215662552438,185,105
140.355,0.0100000000000193,3.93912880560329,195,105
140.955,-0.00406250000003183,3.31067057396543,205,105
141.5325,-0.00718750000001478,4.46643306176181,215,105
142.175,0.0456250000000011,5.02474209156834,225,105
142.805,0.0953125000000057,4.85900498664109,235,105
143.3275,0.0874999999999773,3.41659191206888,245,105
143.705,-0.0446875000000091,2.05314499490453,255,105
144.1725,-0.112187500000005,3.54629343704502,265,105
144.8375,-0.0278125000000102,4.10182753650522,275,105
145.5075,0.0287500000000023,3.61467924129972,285,105
146.125,0.0425000000000182,3.58304976765545,295,105
146.7075,0.0474999999999852,3.33159061391887,305,105
147.245,0.0306250000000148,3.16879946336845,315,105
147.7725,0.032187499999992,3.20762128739424,325,105
148.2675,0.0600000000000023,2.75328801594456,335,105
148.6375,0.0528124999999875,2.34473186949466,345,105
148.905,0.0343750000000114,3.03159020100954,355,105
149.15,0.0618750000000148,3.48836374767174,365,105
149.34,0.0974999999999966,3.47053538662593,375,105
149.405,0.0934374999999932,3.66947589740516,385,105
149.3625,0.0603125000000091,3.88540282026857,395,105
149.305,0.0587500000000034,3.56660323460668,405,105
149.235,0.0684375000000159,2.99488493038992,415,105
149.1125,0.0581250000000182,2.57513249437176,425,105
148.94,0.0396874999999852,2.24575817510227,435,105
148.75,0.0596874999999955,1.52683707989621,445,105
148.505,0.100312500000001,1.89758915829986,455,105
148.1425,0.135624999999976,2.62805290540651,465,105
147.6275,0.165312499999999,4.22013531238925,475,105
146.9175,0.151562500000011,6.0599293213778,485,105
146.0125,-0.0424999999999898,7.79568705611955,495,105
135.21,-0.110000000000014,0.53135165441145,5,115
135.1875,-0.0859375,0.933959792759274,15,115
135.055,-0.127812500000005,1.72689498190014,25,115
134.905,-0.278437499999995,1.10065628925436,35,115
135.1975,-0.195625000000007,3.92963210759543,45,115
